매장명,시도명,구군명,도로명주소,전화번호,위도,오픈일자
역삼아레나빌딩,서울,강남구,서울특별시 강남구 언주로 425 (역삼동),1522-3232,37.501087,20190613
논현역사거리,서울,강남구,서울특별시 강남구 강남대로 538 (논현동),1522-3232,37.510178,20181123
신사역성일빌딩,서울,강남구,서울특별시 강남구 강남대로 584 (논현동),1522-3232,37.5139309,20191219
국기원사거리,서울,강남구,서울특별시 강남구 테헤란로 125 (역삼동),1522-3232,37.499517,20190731
대치재경빌딩,서울,강남구,서울특별시 강남구 남부순환로 2947 (대치동),1522-3232,37.494668,20190214
봉은사역,서울,강남구,서울특별시 강남구 봉은사로 619 (삼성동),1522-3232,37.515,20200528
압구정윤성빌딩,서울,강남구,서울특별시 강남구 논현로 834 (신사동),1522-3232,37.5227934,20200529
코엑스별마당,서울,강남구,서울특별시 강남구 영동대로 513 (삼성동),1522-3232,37.510150,20200416
삼성역섬유센터R,서울,강남구,서울특별시 강남구 테헤란로 518 (대치동),1522-3232,37.507750,20181123
압구정R,서울,강남구,서울특별시 강남구 언주로 861 (신사동),1522-3232,37.5273669,20180831
수서역R,서울,강남구,서울특별시 강남구 광평로 281 (수서동),1522-3232,37.48803134754136,20180627
양재강남빌딩R,서울,강남구,서울특별시 강남구 남부순환로 2621 (도곡동),1522-3232,37.485192,20180824
선릉동신빌딩R,서울,강남구,서울특별시 강남구 테헤란로 409 (삼성동),1522-3232,37.505321,20180330
봉은사로선정릉,서울,강남구,서울특별시 강남구 봉은사로 446 (삼성동),1522-3232,37.51131683405367,20180306
강남오거리,서울,강남구,서울특별시 강남구 봉은사로2길 39 (역삼동),1522-3232,37.502117,20170818
스타필드코엑스몰R,서울,강남구,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호,1522-3232,37.50999,20170502
강남구청정문,서울,강남구,서울특별시 강남구 학동로 419 (청담동),1522-3232,37.51827133155829,20170323
도곡공원,서울,강남구,서울특별시 강남구 도곡로 205 (역삼동),1522-3232,37.492805,20170825
강남R,서울,강남구,서울특별시 강남구 강남대로 390 (역삼동),1522-3232,37.497711,20170816
대치은마사거리,서울,강남구,서울특별시 강남구 도곡로 457 (대치동),1522-3232,37.498973,20160812
청담영동대로,서울,강남구,서울특별시 강남구 영동대로 720 (청담동),1522-3232,37.52275803097751,20161223
압구정,서울,강남구,서울특별시 강남구 압구정로30길 17 (신사동),1522-3232,37.526283,20160623
신사가로수,서울,강남구,서울특별시 강남구 가로수길 59 ,1522-3232,37.521933,20161227
청담스타R,서울,강남구,서울특별시 강남구 도산대로57길 24 (청담동),1522-3232,37.525216,20161214
강남우성,서울,강남구,서울특별시 강남구 강남대로 328 (역삼동),1522-3232,37.492396,20161110
학동사거리,서울,강남구,서울특별시 강남구 도산대로 328 (논현동),1522-3232,37.52247510377488,20150911
대치사거리,서울,강남구,서울특별시 강남구 삼성로 402 (대치동),1522-3232,37.503331,20160512
포스코사거리,서울,강남구,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩,1522-3232,37.5075307,20160224
을지병원사거리,서울,강남구,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)",1522-3232,37.5191632,20150422
신사역,서울,강남구,서울특별시 강남구 도산대로 108 (논현동) 렉스타워,1522-3232,37.5162021,20141211
도곡역,서울,강남구,서울특별시 강남구 남부순환로 2909 (대치동),1522-3232,37.492167,20140828
서울세관사거리,서울,강남구,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회,1522-3232,37.514887,20140731
청담사거리,서울,강남구,서울특별시 강남구 도산대로 458 (청담동) 리츠타워,1522-3232,37.5238436444947,20140220
한티역,서울,강남구,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)",1522-3232,37.496801,20131108
역삼초교사거리,서울,강남구,서울특별시 강남구 역삼로 123 (역삼동),1522-3232,37.49416922110828,20140326
코엑스몰,서울,강남구,서울특별시 강남구 영동대로 513 (삼성동) O103호,1522-3232,37.513715,20140301
가로수길,서울,강남구,"서울특별시 강남구 논현로175길 94, 1~2층 (신사동)",1522-3232,37.5231593,20131004
역삼대로,서울,강남구,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)",1522-3232,37.501623,20130625
역삼포스코,서울,강남구,"서울특별시 강남구 테헤란로 134, P&S TOWER (역삼동)",1522-3232,37.499721,20130709
강남대로,서울,강남구,"서울특별시 강남구 강남대로 456, 한석타워 2층 1-2호 (역삼동)",1522-3232,37.50314,20130620
청담,서울,강남구,"서울특별시 강남구 도산대로 532, 인희빌딩 1층 (청담동)",1522-3232,37.5243631,20130917
삼성교,서울,강남구,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층",1522-3232,37.507794,20130423
학동역,서울,강남구,서울특별시 강남구 논현로 704 (논현동),1522-3232,37.51464884,20040830
대치,서울,강남구,서울특별시 강남구 도곡로 511 (대치동),1522-3232,37.49966175,20030509
신세계푸드마켓도곡,서울,강남구,"서울특별시 강남구 언주로30길 57, 타워팰리스Ⅱ F 지하1층 (도곡동)",1522-3232,37.490102006982106,20030115
삼성,서울,강남구,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)",1522-3232,37.50689645929321,20020329
선릉세화빌딩,서울,강남구,서울특별시 강남구 테헤란로64길 18 (대치동) 1층,1522-3232,37.50377562,20011110
압구정역,서울,강남구,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동)",1522-3232,37.52674095,20010310
압구정로,서울,강남구,서울특별시 강남구 압구정로42길 32 (신사동),1522-3232,37.5268256687184,20071221
구역삼사거리,서울,강남구,서울특별시 강남구 논현로 401 (역삼동),1522-3232,37.495890648099504,20080528
큰길타워,서울,강남구,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",1522-3232,37.50236693,20050310
강남구청역,서울,강남구,"서울특별시 강남구 선릉로 669, 웰빙센터 1층 (논현동)",1522-3232,37.5165849,20050420
대치역,서울,강남구,서울특별시 강남구 남부순환로 2936 (대치동) 107호,1522-3232,37.493554,20050510
포이,서울,강남구,서울특별시 강남구 논현로 88 (개포동),1522-3232,37.47781106,20050530
아크플레이스,서울,강남구,서울특별시 강남구 테헤란로 142 (역삼동),1522-3232,37.49971982,20060421
학여울역,서울,강남구,서울특별시 강남구 영동대로 215 (대치동),1522-3232,37.49803646,20060223
선정릉역,서울,강남구,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩,1522-3232,37.51075489999999,20150922
삼성현대힐,서울,강남구,서울특별시 강남구 삼성로 605 (삼성동),1522-3232,37.51350444312708,20081205
GS타워,서울,강남구,서울특별시 강남구 논현로 508 (역삼동),1522-3232,37.5018592,20050806
압구정미소,서울,강남구,서울특별시 강남구 논현로 841 (신사동),1522-3232,37.523912710310014,20041210
선릉역,서울,강남구,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)",1522-3232,37.50393894,20041119
코엑스사거리,서울,강남구,서울특별시 강남구 영동대로 616 (삼성동),1522-3232,37.515351,20120227
역삼럭키,서울,강남구,서울특별시 강남구 도곡로 183 (역삼동),1522-3232,37.492209,20120110
신압구정,서울,강남구,서울특별시 강남구 언주로174길 29 (신사동),1522-3232,37.52809330107192,20110607
아크로힐스논현,서울,강남구,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)",1522-3232,37.509013311862645,20091223
강남비젼타워,서울,강남구,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)",1522-3232,37.4964557,20120330
압구정로데오역,서울,강남구,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동)",1522-3232,37.526562559707806,20100831
르네상스사거리,서울,강남구,서울특별시 강남구 테헤란로 306 (역삼동),1522-3232,37.50268239475304,20100325
포스코,서울,강남구,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)",1522-3232,37.50576457783876,20100714
선릉로,서울,강남구,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",1522-3232,37.50498118534617,20121114
논현힐탑,서울,강남구,서울특별시 강남구 논현로 648 (논현동),1522-3232,37.511685,20110829
도산가로수길,서울,강남구,"서울특별시 강남구 도산대로 134, 2층 (논현동)",1522-3232,37.51736229999999,20110907
매봉역,서울,강남구,서울특별시 강남구 남부순환로 2736 (도곡동),1522-3232,37.4859095,20240910
호림아트센터,서울,강남구,서울특별시 강남구 도산대로 317 (신사동),1522-3232,37.522514,20260130
청담역6번출구,서울,강남구,서울특별시 강남구 삼성로 634 (삼성동),1522-3232,37.516602079007875,20251211
강남자곡,서울,강남구,서울특별시 강남구 자곡로 172 (자곡동) 107~109호,1522-3232,37.4730637068202,20251226
삼성휘문,서울,강남구,서울특별시 강남구 영동대로85길 7 (대치동),1522-3232,37.50718,20260410
대치선릉,서울,강남구,서울특별시 강남구 테헤란로70길 12 (대치동),1522-3232,37.5047428849251,20260430
대치한티,서울,강남구,서울특별시 강남구 선릉로 324 (대치동),1522-3232,37.4984818,20210128
개포동,서울,강남구,서울특별시 강남구 선릉로 34 (개포동),1522-3232,37.4828551359882,20230421
수서역사거리,서울,강남구,서울특별시 강남구 광평로 280 (수서동),1522-3232,37.487400776036274,20210929
코엑스아셈타워,서울,강남구,서울특별시 강남구 영동대로 517 (삼성동),1522-3232,37.513019,20201104
강남차여성병원,서울,강남구,서울특별시 강남구 봉은사로 156 (역삼동),1522-3232,37.5064031867752,20250710
센터필드R,서울,강남구,서울특별시 강남구 테헤란로 231 (역삼동),1522-3232,37.50369465391196,20210727
도산사거리,서울,강남구,서울특별시 강남구 언주로 727 (논현동),1522-3232,37.51966,20210610
강남세곡,서울,강남구,서울특별시 강남구 헌릉로569길 18 (세곡동),1522-3232,37.467274319644,20210422
대치삼성,서울,강남구,서울특별시 강남구 영동대로 237 (대치동),1522-3232,37.500313,20201008
강남아이퀘스트,서울,강남구,서울특별시 강남구 도곡로 121 (역삼동),1522-3232,37.4904345093246,20260320
언주역,서울,강남구,서울특별시 강남구 봉은사로 222 (역삼동),1522-3232,37.507975,20221124
한티역8번출구,서울,강남구,서울특별시 강남구 도곡로 331 (역삼동),1522-3232,37.4964928018315,20260130
신논현역3번출구,서울,강남구,서울특별시 강남구 강남대로 488 (논현동),1522-3232,37.5058769838995,20260130
강남파이낸스센터,서울,강남구,서울특별시 강남구 테헤란로 152 (역삼동),1522-3232,37.49993577,20250731
강남역신분당역사,서울,강남구,서울특별시 강남구 강남대로 396 (역삼동),1522-3232,37.4970572543978,20220512
삼성역,서울,강남구,서울특별시 강남구 테헤란로 620 (대치동),1522-3232,37.509281,20220707
테헤란로아남타워,서울,강남구,서울특별시 강남구 테헤란로 311 (역삼동),1522-3232,37.50383,20210107
강남논현,서울,강남구,서울특별시 강남구 강남대로 512 (논현동),1522-3232,37.5078978596254,20211216
삼성동,서울,강남구,서울특별시 강남구 영동대로96길 12 (삼성동),1522-3232,37.510843366121534,20210806
리저브도산,서울,강남구,서울특별시 강남구 선릉로155길 23 (신사동),1522-3232,37.525547584913184,20250429
압구정역사3번출구,서울,강남구,서울특별시 강남구 논현로 854 (신사동),1522-3232,37.52575281715033,20241227
청담역,서울,강남구,서울특별시 강남구 삼성로 709 (청담동),1522-3232,37.5194407323478,20231101
압구정현대아파트,서울,강남구,서울특별시 강남구 논현로175길 38 (신사동),1522-3232,37.52521971236768,20240304
강남청담빌딩,서울,강남구,서울특별시 강남구 선릉로 704 (청담동),1522-3232,37.517887,20240929
케이스퀘어강남,서울,강남구,서울특별시 강남구 강남대로94길 10 (역삼동),1522-3232,37.4991914625768,20241122
강남세곡DT,서울,강남구,서울특별시 강남구 헌릉로 727 (세곡동),1522-3232,37.466993809277,20231130
미아뉴타운,서울,강북구,서울특별시 강북구 삼양로 161 (미아동),1522-3232,37.618319,20161007
강북구청사거리,서울,강북구,서울특별시 강북구 도봉로 365 (수유동),1522-3232,37.639987861152015,20150818
미아사거리역,서울,강북구,서울특별시 강북구 도봉로 32 (미아동),1522-3232,37.611831247629375,20141223
수유역,서울,강북구,서울특별시 강북구 도봉로 342 (번동),1522-3232,37.6380167,20041014
미아역,서울,강북구,서울특별시 강북구 도봉로 196 (미아동),1522-3232,37.626148,20120425
수유역5번출구,서울,강북구,"서울특별시 강북구 도봉로 315 (수유동, 에피소드 수유 838)",1522-3232,37.636722675028174,20240905
서울안토,서울,강북구,서울특별시 강북구 삼양로 689 (우이동) 지하1층,1522-3232,37.66419549576315,20210827
발산역사거리,서울,강서구,서울특별시 강서구 공항대로 248 (마곡동),1522-3232,37.558509,20190930
마곡역,서울,강서구,서울특별시 강서구 공항대로 168 (마곡동),1522-3232,37.559611,20200409
우장산역,서울,강서구,서울특별시 강서구 강서로 267 (내발산동),1522-3232,37.549510038803994,20180626
마곡사이언스타워R,서울,강서구,서울특별시 강서구 마곡동로 62 (마곡동),1522-3232,37.5605261,20180731
방화DT,서울,강서구,서울특별시 강서구 방화대로 375 (방화동),1522-3232,37.574456834773024,20171213
마곡나루역,서울,강서구,서울특별시 강서구 마곡중앙로 161-17 (마곡동),1522-3232,37.56813,20170907
마곡GMG,서울,강서구,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",1522-3232,37.560487,20170510
가양역,서울,강서구,서울특별시 강서구 양천로 476 (등촌동),1522-3232,37.56164,20170331
화곡DT,서울,강서구,서울특별시 강서구 등촌로 57 (화곡동),1522-3232,37.5350107501795,20161011
화곡동,서울,강서구,서울특별시 강서구 화곡로 142(화곡동),1522-3232,37.540619019726435,20150327
염창역,서울,강서구,서울특별시 강서구 공항대로 627 (염창동),1522-3232,37.547359,20131213
발산역,서울,강서구,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,1522-3232,37.56033524296544,20140207
까치산역,서울,강서구,서울특별시 강서구 강서로13길 3 (화곡동),1522-3232,37.5323235082489,20120905
마곡코엑스,서울,강서구,서울특별시 강서구 마곡중앙로 143 (마곡동),1522-3232,37.5653031840314,20251128
염창대로,서울,강서구,"서울특별시 강서구 양천로 744 (염창동), 101호",1522-3232,37.5485479128966,20240628
발산역5번출구,서울,강서구,"서울특별시 강서구 강서로52길 43 (내발산동, DH647), 1층 일부",1522-3232,37.5579224739977,20231013
양천향교역,서울,강서구,서울특별시 강서구 양천로 344 (마곡동),1522-3232,37.56785182406142,20251224
화곡역8번출구,서울,강서구,"서울특별시 강서구 강서로 179 (화곡동), 1층 일부",1522-3232,37.54227920628,20220801
강서우장산,서울,강서구,"서울특별시 강서구 강서로 231 (화곡동, 우장산역 해링턴 타워), 116/117/118/119/120호",1522-3232,37.54661114997271,20220712
등촌대로,서울,강서구,"서울특별시 강서구 공항대로 543 (염창동, 센터스퀘어)",1522-3232,37.5504921817371,20210303
마곡보타닉게이트,서울,강서구,"서울특별시 강서구 마곡동로 166 (마곡동) 106호,107호,108호",1522-3232,37.56910032273387,20250417
가양역사거리,서울,강서구,"서울특별시 강서구 화곡로 416 (등촌동) 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호",1522-3232,37.56007,20210806
강서한강자이타워,서울,강서구,서울특별시 강서구 양천로 401 (가양동) B동 103호,1522-3232,37.56490213160241,20260630
원그로브,서울,강서구,"서울특별시 강서구 공항대로 165 (마곡동)지하1층, WB115호",1522-3232,37.56124715192089,20250523
내발산,서울,강서구,"서울특별시 강서구 강서로 323 (내발산동), 101/102호",1522-3232,37.55467,20211209
마곡웰튼,서울,강서구,"서울특별시 강서구 마곡중앙5로 22 (마곡동), 104/105/106호",1522-3232,37.5671428910102,20220323
김포공항국내선,서울,강서구,서울특별시 강서구 하늘길 112 (공항동),1522-3232,37.55912618463173,20260123
김포공항DT,서울,강서구,서울특별시 강서구 개화동로 517 (방화동),1522-3232,37.56627942080141,20220714
강서NC,서울,강서구,서울특별시 강서구 강서로56길 17 (등촌동),1522-3232,37.55978002533287,20210915
김포공항국제선,서울,강서구,서울특별시 강서구 하늘길 38 (방화동),1522-3232,37.56604490355177,20250207
마곡케이스퀘어,서울,강서구,"서울특별시 강서구 마곡중앙로 105-7 (마곡동), 1층 일부",1522-3232,37.562374500980084,20250416
마곡나루공원,서울,강서구,서울특별시 강서구 마곡중앙5로 47 (마곡동),1522-3232,37.567007,20210415
송정역,서울,강서구,"서울특별시 강서구 공항대로 38 (공항동), 1층 일부",1522-3232,37.56105570786667,20231011
강서구청사거리,서울,강서구,서울특별시 강서구 화곡로 350 (화곡동),1522-3232,37.5549266,20210224
낙성대역,서울,관악구,서울특별시 관악구 남부순환로 1908 (봉천동),1522-3232,37.477760129939064,20190927
관악서울대입구R,서울,관악구,서울특별시 관악구 관악로 158 (봉천동),1522-3232,37.47932480888598,20190531
신림DT,서울,관악구,서울특별시 관악구 남부순환로 1419 (신림동),1522-3232,37.480935,20180208
서울대역,서울,관악구,서울특별시 관악구 남부순환로 1817 (봉천동),1522-3232,37.48166265091104,20161209
낙성대DT,서울,관악구,서울특별시 관악구 남부순환로 1948 (봉천동),1522-3232,37.476243169019526,20160729
사당,서울,관악구,서울특별시 관악구 남부순환로 2082-25,1522-3232,37.4760559,20140213
보라매대교빌딩,서울,관악구,서울특별시 관악구 보라매로3길 23 (봉천동) 1층,1522-3232,37.491449,20130709
신림,서울,관악구,서울특별시 관악구 신림로 355-1 (신림동),1522-3232,37.48609493,20090317
신림타임스트림,서울,관악구,서울특별시 관악구 신림로 330 타임스트림 1층,1522-3232,37.48407101920536,20090227
서울대입구역,서울,관악구,서울특별시 관악구 남부순환로 1812 (봉천동),1522-3232,37.481207389699065,20120106
신림녹두거리,서울,관악구,"서울특별시 관악구 신림로 99 (신림동, 센터스퀘어 서울대점)",1522-3232,37.470488195804656,20250829
구로디지털교차로,서울,관악구,서울특별시 관악구 시흥대로 552-1 (신림동)  G밸리M타워,1522-3232,37.4822532012727,20260630
서울대입구역8번출구,서울,관악구,서울특별시 관악구 남부순환로 1831 (봉천동),1522-3232,37.4812061,20230714
봉천역,서울,관악구,서울특별시 관악구 남부순환로 1730 (봉천동),1522-3232,37.4820375340064,20220429
봉천현대시장,서울,관악구,"서울특별시 관악구 은천로 118 (봉천동), 1층 101~104호",1522-3232,37.48665266827689,20241106
낙성대역7번출구,서울,관악구,서울특별시 관악구 남부순환로 1933 (봉천동),1522-3232,37.4771331,20260327
건국대,서울,광진구,서울특별시 광진구 능동로 117 (화양동),1522-3232,37.5415474727422,20191004
어린이대공원역,서울,광진구,서울특별시 광진구 능동로 243 (군자동),1522-3232,37.551946,20190115
아차산역,서울,광진구,서울특별시 광진구 천호대로 676 (구의동),1522-3232,37.55062116262961,20180912
올림픽대교북단,서울,광진구,서울특별시 광진구 광나루로 608 (구의동),1522-3232,37.541129,20170926
구의DT,서울,광진구,서울특별시 광진구 광나루로 519 (구의동),1522-3232,37.54529838924125,20150429
자양사거리,서울,광진구,서울특별시 광진구 아차산로 355,1522-3232,37.5371158,20150115
군자역,서울,광진구,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩,1522-3232,37.557026068940765,20140411
광나루,서울,광진구,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)",1522-3232,37.5473711178786,20130829
건대스타시티,서울,광진구,서울특별시 광진구 아차산로 262 (자양동),1522-3232,37.538544,20070319
건대입구,서울,광진구,서울특별시 광진구 능동로 107 (화양동),1522-3232,37.5406604,20090924
광장,서울,광진구,서울특별시 광진구 아차산로 537-17 (광장동),1522-3232,37.54261257747251,20120515
건국클래식,서울,광진구,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,1522-3232,37.538466,20120629
건대로데오,서울,광진구,"서울특별시 광진구 아차산로 212 (자양동, 더포디엄830)",1522-3232,37.5407966413791,20250829
강변,서울,광진구,서울특별시 광진구 구의강변로 46 (구의동),1522-3232,37.53474180652488,20250829
구의역이스트폴,서울,광진구,"서울특별시 광진구 아차산로 402 (자양동), 1층",1522-3232,37.53657397133724,20250627
건대후문,서울,광진구,서울특별시 광진구 능동로 172 (화양동),1522-3232,37.54603056145237,20220127
중곡역,서울,광진구,"서울특별시 광진구 능동로 400 (중곡동) 1층 108,109,110,111,112,118 6개호실",1522-3232,37.565057005115804,20220324
자양이마트,서울,광진구,서울특별시 광진구 아차산로 272 (자양동) 지하1층,1522-3232,37.5386200465941,20200813
자양역,서울,광진구,"서울특별시 광진구 능동로 18 (자양동, 이튼타워리버3차)",1522-3232,37.532684640479,20220316
세종대,서울,광진구,서울특별시 광진구 능동로 209 (군자동),1522-3232,37.54914275025103,20260227
뚝섬한강공원,서울,광진구,서울특별시 광진구 강변북로 2234 (자양동),1522-3232,37.52833825339653,20250731
구의역,서울,광진구,서울특별시 광진구 자양로18길 22 (구의동) 101호,1522-3232,37.537063,20260330
화양삼거리,서울,광진구,서울특별시 광진구 광나루로 374 (화양동),1522-3232,37.54774853077512,20240321
군자사거리,서울,광진구,서울특별시 광진구 천호대로 549 (중곡동) 1층,1522-3232,37.55769507399991,20210429
금천구청역,서울,금천구,"서울특별시 금천구 시흥대로73길 67 (시흥동), 엠메디컬타워 1층",1522-3232,37.45588672536701,20200429
가산에스케이,서울,금천구,"서울특별시 금천구 가산디지털1로 171 (가산동), SK V1센터 1층",1522-3232,37.48082408602027,20180827
독산사거리,서울,금천구,서울특별시 금천구 시흥대로 426 (독산동),1522-3232,37.47158263368701,20170519
금천시흥,서울,금천구,서울특별시 금천구 시흥대로 164 (시흥동),1522-3232,37.44875938266414,20170315
가산디지털단지역,서울,금천구,"서울특별시 금천구 벚꽃로 298 (가산동), 대륭포스트타워 6차 1층",1522-3232,37.48135375445197,20160615
금천독산,서울,금천구,서울특별시 금천구 두산로 70 (독산동),1522-3232,37.46957081,20140521
가산디지털,서울,금천구,"서울특별시 금천구 가산디지털1로 168 (가산동), 우림라이온스밸리 B동 1층",1522-3232,37.479970085901,20060125
마리오아울렛,서울,금천구,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,1522-3232,37.47860691180926,20120919
가산브이타워,서울,금천구,"서울특별시 금천구 가산디지털1로 128 (가산동), V-TOWER 1층",1522-3232,37.47700409645337,20110127
독산역,서울,금천구,"서울특별시 금천구 가산디지털1로 16 (가산동), 107-2, 1층",1522-3232,37.46770966619833,20220225
금천금나래,서울,금천구,서울특별시 금천구 시흥대로79길 23 (시흥동) 1층,1522-3232,37.4586898489368,20250926
가산퍼블릭,서울,금천구,"서울특별시 금천구 디지털로 178 (가산동), B동 F Park 1층",1522-3232,37.47574363470601,20240807
가산현대아울렛,서울,금천구,"서울특별시 금천구 디지털로10길 9 (가산동), 1층 일부",1522-3232,37.477680443,20220603
가산케이에스,서울,금천구,"서울특별시 금천구 벚꽃로36길 30 (가산동), 가산KS타워 1층",1522-3232,37.48089352069766,20231101
가산어반워크,서울,금천구,서울특별시 금천구 가산디지털2로 135 (가산동),1522-3232,37.4800231711237,20240927
월계역,서울,노원구,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)",1522-3232,37.6295,20200218
월계트레이더스,서울,노원구,서울특별시 노원구 마들로3길 17 (월계동),1522-3232,37.627595268077556,20190314
상계초교사거리,서울,노원구,서울특별시 노원구 노원로 449 (상계동),1522-3232,37.656776,20190411
공릉DT,서울,노원구,서울특별시 노원구 동일로 1015 (공릉동),1522-3232,37.6206884,20180628
노원마들역,서울,노원구,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)",1522-3232,37.6610890700127,20170912
공릉역,서울,노원구,서울특별시 노원구 동일로 1081 (공릉동),1522-3232,37.626337,20170718
은행사거리,서울,노원구,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)",1522-3232,37.650487822620036,20080229
노원KT,서울,노원구,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)",1522-3232,37.654562,20120802
광운대,서울,노원구,서울특별시 노원구 석계로 104 (월계동),1522-3232,37.62317424708698,20120404
중계역,서울,노원구,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)",1522-3232,37.64817,20130104
노원역,서울,노원구,서울특별시 노원구 동일로 1413 (상계동) 1층,1522-3232,37.654751,20130320
월계이마트,서울,노원구,서울특별시 노원구 마들로3길 15 (월계동),1522-3232,37.62715819011137,20130205
태릉입구역DT,서울,노원구,서울특별시 노원구 화랑로 469 (공릉동),1522-3232,37.61942,20210520
노원상계,서울,노원구,서울특별시 노원구 동일로215길 2 (상계동),1522-3232,37.651535,20221007
노원구청,서울,노원구,서울특별시 노원구 노해로 447 (상계동),1522-3232,37.6539896,20240912
창동이마트,서울,도봉구,서울특별시 도봉구 노해로65길 4 (창동),1522-3232,37.65167648631108,20190613
덕성여대,서울,도봉구,서울특별시 도봉구 삼양로 536 (쌍문동),1522-3232,37.650906,20251226
도봉구청,서울,도봉구,서울특별시 도봉구 마들로 665 (도봉동),1522-3232,37.6695034764443,20231208
쌍문,서울,도봉구,서울특별시 도봉구 도봉로 494 (창동),1522-3232,37.649424,20251030
쌍문도봉로,서울,도봉구,서울특별시 도봉구 도봉로 444 (창동),1522-3232,37.6453516,20210429
도봉로DT,서울,도봉구,서울특별시 도봉구 도봉로 635 (쌍문동),1522-3232,37.6611805929041,20230323
방학역,서울,도봉구,"서울특별시 도봉구 도봉로 684 (방학동)101,102,113,114,115호",1522-3232,37.6653125,20220420
창동역,서울,도봉구,서울특별시 도봉구 마들로13길 61 (창동),1522-3232,37.654090067801164,20230901
노량진동,서울,동작구,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",1522-3232,37.513068,20191025
남성역,서울,동작구,서울특별시 동작구 사당로 219 (사당동),1522-3232,37.4841198,20190823
상도역,서울,동작구,서울특별시 동작구 상도로37길 1 (상도1동),1522-3232,37.5031936,20200611
보라매공원R,서울,동작구,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",1522-3232,37.49191014040362,20190130
이수자이,서울,동작구,서울특별시 동작구 사당로 300 (사당동 이수자이),1522-3232,37.484414,20181130
노량진역,서울,동작구,서울특별시 동작구 노량진로 134 (노량진동),1522-3232,37.51339,20180412
신대방삼거리역,서울,동작구,서울특별시 동작구 상도로 102 (상도동),1522-3232,37.50034872148687,20170928
중앙대,서울,동작구,서울특별시 동작구 흑석로 75-1 (흑석동),1522-3232,37.506933,20161028
숭실대입구역,서울,동작구,서울특별시 동작구 상도로 354 (상도동),1522-3232,37.4968346,20151216
숭실대,서울,동작구,서울특별시 동작구 사당로 4 (상도동),1522-3232,37.49538073,20060228
사당역,서울,동작구,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",1522-3232,37.47849216,20091224
상도대로,서울,동작구,"서울특별시 동작구 상도로 218 (상도동), 1층",1522-3232,37.5050479253333,20250416
이수역13번출구,서울,동작구,"서울특별시 동작구 동작대로27길 5 (사당동), 1층",1522-3232,37.4873371169464,20250530
장승배기역,서울,동작구,"서울특별시 동작구 장승배기로11가길 11 (상도동, 상도파크자이) 제상가동 제지2층 105호",1522-3232,37.505808264565026,20260327
서강대프라자,서울,마포구,서울특별시 마포구 백범로 35 (신수동),1522-3232,37.55102696988243,20191016
상암YTN,서울,마포구,서울특별시 마포구 상암산로 76 (상암동),1522-3232,37.579314265546294,20190429
마포용강동,서울,마포구,서울특별시 마포구 토정로 295 (용강동),1522-3232,37.541186,20181030
홍대입구역사거리R,서울,마포구,서울특별시 마포구 양화로 125 (서교동),1522-3232,37.554636,20180111
마포경찰서후문,서울,마포구,서울특별시 마포구 마포대로 173-14 (아현동),1522-3232,37.550800,20180126
공덕,서울,마포구,서울특별시 마포구 마포대로 130 (공덕동),1522-3232,37.545913,20180116
합정폴리스R,서울,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",1522-3232,37.5509,20180514
