매장명,시도명,구군명,도로명주소,전화번호,위도,오픈일자
그랑서울,서울,종로구,서울특별시 종로구 종로 33 (청진동),1522-3232,37.57078676546426,20250626
광화문교보문고,서울,종로구,서울특별시 종로구 종로 1 (종로1가),1522-3232,37.571017,20220831
광장마켓,서울,종로구,서울특별시 종로구 창경궁로 88 (예지동),1522-3232,37.57020711871311,20250529
성대입구,서울,종로구,서울특별시 종로구 창경궁로 231-2 (명륜4가),1522-3232,37.582751,20260529
KT광화문웨스트B1F,서울,종로구,서울특별시 종로구 세종대로 178 (세종로),1522-3232,37.5721422,20250828
정동,서울,종로구,서울특별시 종로구 새문안로 42 (신문로2가),1522-3232,37.568846,20210526
종로플레이스,서울,종로구,서울특별시 종로구 창경궁로 120 (인의동),1522-3232,37.57305,20210728
강북삼성병원1층,서울,종로구,서울특별시 종로구 새문안로 29 (평동) A관 1층,1522-3232,37.568546,20210713
동숭길입구,서울,종로구,서울특별시 종로구 대학로 146 (혜화동),1522-3232,37.584191,20200619
광화문고려빌딩,서울,종로구,서울특별시 종로구 새문안로 91 (신문로1가) 2층,1522-3232,37.57048751209,20260703
서울대치과병원,서울,종로구,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층,1522-3232,37.577331,20201203
서대문적십자,서울,종로구,서울특별시 종로구 새문안로 9 (평동) 서울적십자병원 별관 상가동 1층 B호,1522-3232,37.56678781817199,20241226
리저브광화문,서울,종로구,서울특별시 종로구 세종대로 178 (세종로),1522-3232,37.57242596212652,20250828
서대문역,서울,종로구,서울특별시 종로구 통일로 134 (평동),1522-3232,37.566956,20210428
숭례문북창,서울,중구,서울특별시 중구 세종대로12길 12 (남대문로4가),1522-3232,37.561725,20181031
을지로4가역,서울,중구,서울특별시 중구 을지로 170 (을지로4가),1522-3232,37.56634407411786,20191114
동대문두타,서울,중구,서울특별시 중구 장충단로 275 (을지로6가),1522-3232,37.56883952851115,20190919
대한상공회의소R,서울,중구,서울특별시 중구 세종대로 39 (남대문로4가) 1층,1522-3232,37.560938,20190529
국립중앙의료원,서울,중구,서울특별시 중구 을지로 251 (을지로6가),1522-3232,37.566516,20181012
동국대,서울,중구,서울특별시 중구 서애로 1길 11,1522-3232,37.561542,20180524
동대문공원,서울,중구,서울특별시 중구 장충단로 229 (광희동1가),1522-3232,37.565133,20170228
을지로국제빌딩,서울,중구,서울특별시 중구 남대문로 109 (다동),1522-3232,37.566952,20170725
동대입구역,서울,중구,서울특별시 중구 장충단로 166 (장충동1가),1522-3232,37.5596804372304,20161208
신당역사거리,서울,중구,서울특별시 중구 다산로 258 (흥인동),1522-3232,37.565807,20160728
연세세브란스,서울,중구,서울특별시 중구 통일로 10 (남대문로5가),1522-3232,37.557207,20160818
회현역,서울,중구,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산,1522-3232,37.55947242829924,20151103
을지로경기빌딩,서울,중구,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩,1522-3232,37.56707721942303,20151028
을지로2가,서울,중구,서울특별시 중구 삼일대로 358 (을지로2가),1522-3232,37.566347,20160525
신세계본점6F,서울,중구,서울특별시 중구 퇴계로 77 (충무로1가),1522-3232,37.560381,20160512
서울중앙우체국,서울,중구,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국,1522-3232,37.561678,20151027
한국프레스센터,서울,중구,서울특별시 중구 세종대로 124 (태평로1가),1522-3232,37.56724756017782,20160328
명동중앙로,서울,중구,서울특별시 중구 명동길 60 (명동 2가),1522-3232,37.5637485,20150428
약수역,서울,중구,서울특별시 중구 다산로 129 (신당동),1522-3232,37.555437,20150122
중구저동,서울,중구,서울특별시 중구 수표로 34 (저동2가),1522-3232,37.5643686,20141223
명동길,서울,중구,서울특별시 중구 명동10길 41,1522-3232,37.5620695,20141217
서소문로,서울,중구,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩,1522-3232,37.563006,20141029
신당역,서울,중구,"서울특별시 중구 퇴계로 385, 1층 (흥인동)",1522-3232,37.5654033985295,20131022
숭례문,서울,중구,"서울특별시 중구 세종대로 17, 그레이츠 숭례 1층 (남대문로5가)",1522-3232,37.55874473,20040329
순화동더샵,서울,중구,"서울특별시 중구 칠패로 27, 1층 (순화동)",1522-3232,37.56006304299174,20070615
환구단,서울,중구,서울특별시 중구 소공로 112 (소공동),1522-3232,37.56448620899717,20051020
무교동,서울,중구,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,1522-3232,37.567928021468916,20020308
문화일보,서울,중구,서울특별시 중구 새문안로 22 (충정로1가) 문화일보,1522-3232,37.56712291,20020627
태평로,서울,중구,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)",1522-3232,37.56248285,20020418
퍼시픽타워,서울,중구,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)",1522-3232,37.56132157,20031027
남산단암,서울,중구,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)",1522-3232,37.55853622,20090929
황학캐슬,서울,중구,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아,1522-3232,37.5714,20080725
을지로삼화타워,서울,중구,서울특별시 중구 을지로5길 16 (을지로2가) 1층,1522-3232,37.566902,20120320
소공로,서울,중구,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",1522-3232,37.563883,20130125
을지로한국빌딩,서울,중구,"서울특별시 중구 을지로 50, 1층 (을지로 2가)",1522-3232,37.565722,20110411
시청,서울,중구,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",1522-3232,37.56629,20120502
명동역,서울,중구,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)",1522-3232,37.5608622201549,20130130
장충라운지R,서울,중구,서울특별시 중구 장충단로4길 25 (장충동1가),1522-3232,37.561036913264,20240912
충무로,서울,중구,서울특별시 중구 충무로 3 (필동1가),1522-3232,37.5614959808102,20230922
이마트타워,서울,중구,서울특별시 중구 세종대로7길 37 (순화동) 1층,1522-3232,37.5607434636967,20230502
동호로,서울,중구,서울특별시 중구 동호로 171 (신당동),1522-3232,37.553478403261,20240307
무교로,서울,중구,서울특별시 중구 무교로 15 (무교동),1522-3232,37.56722071682264,20201029
순화동경찰청앞,서울,중구,서울특별시 중구 서소문로9길 41-10 (순화동),1522-3232,37.56402669741036,20260508
청계크리스탈스퀘어,서울,중구,서울특별시 중구 청계천로 106 (수표동),1522-3232,37.5679,20220318
그랜드센트럴,서울,중구,서울특별시 중구 세종대로 14 (남대문로5가),1522-3232,37.5581293,20200820
세종대로,서울,중구,서울특별시 중구 세종대로 135-5 (태평로1가),1522-3232,37.5685951382056,20221026
시청역11번출구,서울,중구,서울특별시 중구 서소문로 129 (서소문동),1522-3232,37.56377593074396,20250829
동대문디자인플라자,서울,중구,서울특별시 중구 을지로 281 (을지로7가) 디자인장터,1522-3232,37.56735506718157,20221026
우리은행본점B1F,서울,중구,서울특별시 중구 소공로 51 (회현동1가),1522-3232,37.55958972504453,20251127
별다방,서울,중구,서울특별시 중구 퇴계로 100 (회현동2가),1522-3232,37.5602013,20210326
동대문역사문화공원역,서울,중구,서울특별시 중구 퇴계로 325-9 (광희동2가),1522-3232,37.5648779123195,20250828
포포인츠명동,서울,중구,서울특별시 중구 삼일대로10길 36 (저동2가),1522-3232,37.5657211,20210708
한국은행교차로,서울,중구,서울특별시 중구 남대문로 55 (남대문로2가),1522-3232,37.562263,20250626
명동남산,서울,중구,서울특별시 중구 퇴계로 132 (남산동3가),1522-3232,37.560809,20201015
명일역,서울,강동구,서울특별시 강동구 양재대로 1647 (명일동),1522-3232,37.55255451856903,20181213
강동구청DT,서울,강동구,서울특별시 강동구 성내로 32 (성내동),1522-3232,37.52938776679806,20190613
강동암사DT,서울,강동구,서울특별시 강동구 고덕로 43 (암사동),1522-3232,37.555073228709134,20190228
굽은다리역,서울,강동구,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)",1522-3232,37.54526203653031,20200522
강동역,서울,강동구,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)",1522-3232,37.536047,20160825
둔촌동,서울,강동구,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩,1522-3232,37.52264171306811,20160322
천호이마트,서울,강동구,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관,1522-3232,37.538984278389535,20140228
길동역,서울,강동구,서울특별시 강동구 양재대로 1487 (길동),1522-3232,37.53870166831661,20140613
상일동,서울,강동구,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)",1522-3232,37.550948358388766,20131023
명일이마트,서울,강동구,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장,1522-3232,37.55417877236837,20140424
상일동역,서울,강동구,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)",1522-3232,37.55756654027894,20210115
천호사거리,서울,강동구,서울특별시 강동구 올림픽로 651 (천호동),1522-3232,37.539702,20200730
강동그란츠,서울,강동구,"서울특별시 강동구 천호대로 1050 (성내동) 근생 1-6, 1-7",1522-3232,37.536825,20250919
강일역,서울,강동구,"서울특별시 강동구 고덕로 429 (강일동), 1층",1522-3232,37.55747468801038,20220802
올림픽공원북2문,서울,강동구,서울특별시 강동구 강동대로 199 (성내동),1522-3232,37.5241832,20210805
둔촌포레온스테이션5,서울,강동구,"서울특별시 강동구 양재대로 1360 (둔촌동) 포레온스테이션5 1063, 1064",1522-3232,37.52670891095929,20250926
둔촌포레온9,서울,강동구,"서울특별시 강동구 양재대로 1300 (둔촌동, 올림픽파크포레온)",1522-3232,37.5200613967404,20260531
암사역,서울,강동구,서울특별시 강동구 올림픽로 786 (암사동),1522-3232,37.55128201526835,20241220
이케아강동,서울,강동구,서울특별시 강동구 고덕비즈밸리로 51 (고덕동),1522-3232,37.5662615261099,20250417
강동강일,서울,강동구,서울특별시 강동구 아리수로93나길 54 (강일동),1522-3232,37.57219483916046,20240822
천호대로길동,서울,강동구,서울특별시 강동구 천호대로 1131 거산 유팰리스,1522-3232,37.534651,20201008
구로디지털타워,서울,구로구,서울특별시 구로구 디지털로32길 30 (구로동),1522-3232,37.483472189,20170308
오류동역,서울,구로구,서울특별시 구로구 경인로 216 (오류동),1522-3232,37.4962155,20140610
구로디지털로,서울,구로구,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)",1522-3232,37.485699173,20130827
구로에이스,서울,구로구,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)",1522-3232,37.484233766,20060516
구로하이엔드,서울,구로구,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)",1522-3232,37.481618,20100819
포포인츠구로,서울,구로구,"서울특별시 구로구 디지털로32길 72, 포포인츠바이쉐라톤 구로 1층 (구로동)",1522-3232,37.4831293,20121126
신도림센터포인트,서울,구로구,"서울특별시 구로구 새말로 97 (구로동)신도림센터포인트웨스트 지하1층 오01호, 오02호",1522-3232,37.5077416944406,20250820
구로고척,서울,구로구,서울특별시 구로구 경인로 387 (고척동),1522-3232,37.49706,20210909
구로NC,서울,구로구,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC,1522-3232,37.501219,20200907
구로오류DT,서울,구로구,서울특별시 구로구 서해안로 2233 (오류동),1522-3232,37.4881292318832,20221007
구로구청,서울,구로구,"서울특별시 구로구 가마산로 232 (구로동, 스페스큐브), B101호",1522-3232,37.49395067031256,20220630
고척아이파크,서울,구로구,"서울특별시 구로구 경인로43길 49 (고척동, 고척아이파크), 1층 D-101호",1522-3232,37.49930562934076,20230119
신도림힐스테이트,서울,구로구,서울특별시 구로구 경인로 625 (신도림동),1522-3232,37.506860026202624,20240627
답십리역,서울,동대문구,서울특별시 동대문구 천호대로 263 (답십리동),1522-3232,37.568466,20170411
경희대삼거리,서울,동대문구,서울특별시 동대문구 회기로 141 (회기동),1522-3232,37.591531,20170523
신설동역,서울,동대문구,서울특별시 동대문구 왕산로 19 (신설동),1522-3232,37.5767228,20150722
회기역사거리,서울,동대문구,서울특별시 동대문구 이문로 37 (회기동),1522-3232,37.590784,20140528
장한평역,서울,동대문구,서울특별시 동대문구 장한로 10 (장안동),1522-3232,37.562337,20120227
경희대,서울,동대문구,서울특별시 동대문구 경희대로 16-1 (회기동),1522-3232,37.5928812,20100930
청량리역롯데캐슬스카이,서울,동대문구,"서울특별시 동대문구 답십리로 27 (전농동, 청량리역 롯데캐슬 SKY-L65)",1522-3232,37.579249267,20231219
경희의료원,서울,동대문구,서울특별시 동대문구 경희대로 23 (회기동),1522-3232,37.5935445,20250228
경동1960,서울,동대문구,서울특별시 동대문구 고산자로36길 3 (제기동),1522-3232,37.5796141021494,20221216
사이버한국외대,서울,동대문구,서울특별시 동대문구 휘경로 6 (이문동),1522-3232,37.5960508006499,20241029
청량리역사,서울,동대문구,서울특별시 동대문구 왕산로 214 (전농동) 청량리역사 Connect Place6층,1522-3232,37.580565324,20210422
답십리초교사거리,서울,동대문구,서울특별시 동대문구 전농로 38 (답십리동),1522-3232,37.5682540295405,20240307
장안사거리,서울,동대문구,서울특별시 동대문구 답십리로 267 (장안동),1522-3232,37.5727209002351,20231128
서울숲역,서울,성동구,서울특별시 성동구 왕십리로 50 (성수동1가) 1층,1522-3232,37.541868967552624,20191128
금호역,서울,성동구,서울특별시 성동구 동호로 99 (금호동4가),1522-3232,37.54795819607987,20191224
뚝섬역,서울,성동구,서울특별시 성동구 아차산로 42 (성수동1가),1522-3232,37.546432,20171107
황학사거리,서울,성동구,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)",1522-3232,37.567598,20170421
성수역,서울,성동구,서울특별시 성동구 성수이로 94 (성수동2가),1522-3232,37.543193,20170725
상왕십리역,서울,성동구,서울특별시 성동구 왕십리로 382 (하왕십리동),1522-3232,37.565169,20170117
왕십리역,서울,성동구,서울특별시 성동구 왕십리로 326 (도선동),1522-3232,37.5627541,20150428
한양대,서울,성동구,"서울특별시 성동구 왕십리로 225 (행당동) 1,2층",1522-3232,37.55726984,20010420
엔터식스,서울,성동구,서울특별시 성동구 왕십리광장로 17 (행당동),1522-3232,37.561863,20080909
신금호역,서울,성동구,서울특별시 성동구 금호로 158-1 (금호동1가) 1~5층 전체,1522-3232,37.55495378704588,20221213
왕십리역사3F,서울,성동구,서울특별시 성동구 왕십리광장로 17 (행당동),1522-3232,37.560986,20260527
뚝섬역교차로,서울,성동구,서울특별시 성동구 아차산로 6 (성수동1가),1522-3232,37.547754922352,20241115
한양대복지관,서울,성동구,서울특별시 성동구 왕십리로 222 (사근동) 한양대학교 복지관,1522-3232,37.556350643189596,20260303
왕십리역9번출구,서울,성동구,서울특별시 성동구 고산자로 234 (행당동),1522-3232,37.5605427226347,20221110
성수,서울,성동구,서울특별시 성동구 아차산로 104 (성수동2가),1522-3232,37.5444620830457,20220225
옥수,서울,성동구,서울특별시 성동구 독서당로 202 (옥수동),1522-3232,37.5430298,20210902
성수낙낙,서울,성동구,서울특별시 성동구 광나루로8길 31 (성수동2가) 성수낙낙 1층 101~107호,1522-3232,37.547326,20200929
효창공원앞역,서울,용산구,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)",1522-3232,37.53896610475044,20191115
서울역서부,서울,용산구,서울특별시 용산구 만리재로 202 (서계동),1522-3232,37.555165,20200611
이태원역,서울,용산구,서울특별시 용산구 이태원로 188 (이태원동),1522-3232,37.534273,20180913
용산역써밋R,서울,용산구,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)",1522-3232,37.527433970745434,20180228
이촌,서울,용산구,서울특별시 용산구 이촌로 276 (이촌동),1522-3232,37.518605,20170929
신용산역,서울,용산구,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)",1522-3232,37.52862590003661,20170816
용산파크타워,서울,용산구,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)",1522-3232,37.523818,20170125
남영동,서울,용산구,서울특별시 용산구 한강대로 275 (갈월동),1522-3232,37.54289238266093,20160928
한남동R,서울,용산구,서울특별시 용산구 독서당로 94 (한남동),1522-3232,37.53485,20160720
서울타워,서울,용산구,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층,1522-3232,37.551102,20160229
서울역동자동,서울,용산구,서울특별시 용산구 한강대로 372 (동자동),1522-3232,37.551752,20140317
순천향입구,서울,용산구,서울특별시 용산구 대사관로 67 (한남동),1522-3232,37.533394,20130503
동빙고,서울,용산구,서울특별시 용산구 장문로 12 (동빙고동),1522-3232,37.5290045288412,20080829
숙대입구역,서울,용산구,서울특별시 용산구 한강대로 291 (갈월동),1522-3232,37.544270832879455,20110316
용산아이파크몰6F,서울,용산구,서울특별시 용산구 한강대로23길 55,1522-3232,37.5295804832797,20041029
동부이촌동,서울,용산구,서울특별시 용산구 이촌로 198 (이촌동),1522-3232,37.52111,20120530
숙명여대정문,서울,용산구,서울특별시 용산구 청파로47길 100 (청파동2가) 프라임관B1F(로비층),1522-3232,37.54493793442227,20220908
용산해링턴스퀘어,서울,용산구,서울특별시 용산구 서빙고로 17 (한강로3가),1522-3232,37.5265379583476,20201210
경리단길,서울,용산구,서울특별시 용산구 회나무로 3 (이태원동),1522-3232,37.53854,20220616
서울역사,서울,용산구,서울특별시 용산구 한강대로 405 (동자동) 신-101호,1522-3232,37.55415699928705,20210422
용산리첸시아,서울,용산구,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)",1522-3232,37.538356807073306,20200715
용산전자랜드,서울,용산구,서울특별시 용산구 청파로 74 (한강로3가),1522-3232,37.53283405969833,20211108
용산이마트,서울,용산구,서울특별시 용산구 한강대로23길 55 (한강로3가) 용산이마트 지하 2층,1522-3232,37.52970001276223,20241227
용산아이파크몰1F,서울,용산구,서울특별시 용산구 한강대로23길 55 1층 (한강로3가),1522-3232,37.52886848739016,20241129
상봉,서울,중랑구,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)",1522-3232,37.597842,20160414
중랑역,서울,중랑구,서울특별시 중랑구 망우로30길 3 (상봉동),1522-3232,37.5930326,20150807
중랑구청,서울,중랑구,서울특별시 중랑구 신내로 72,1522-3232,37.60538908,20150325
사가정역,서울,중랑구,서울특별시 중랑구 면목로 310,1522-3232,37.579594,20141002
상봉역,서울,중랑구,서울특별시 중랑구 망우로 307 (상봉동),1522-3232,37.59689,20120323
면목역,서울,중랑구,서울특별시 중랑구 면목로 403 (면목동),1522-3232,37.5878801304033,20251216
묵동,서울,중랑구,"서울특별시 중랑구 동일로 952 (묵동, 로프트원 태릉입구역) 1층",1522-3232,37.615368,20200630
망우동,서울,중랑구,서울특별시 중랑구 망우로 407 (망우동),1522-3232,37.5995083771241,20241128
양원역,서울,중랑구,서울특별시 중랑구 양원역로10길 3 (망우동),1522-3232,37.6066536267232,20220825
중화역,서울,중랑구,서울특별시 중랑구 봉화산로 35 1층,1522-3232,37.60170912407773,20201222
리버사이드대성리DT,경기,가평군,경기도 가평군 청평면 경춘로 258 ,1522-3232,37.69825440707157,20230512
가평설악IC DT,경기,가평군,경기도 가평군 설악면 신선봉로 14 ,1522-3232,37.67905252127808,20230728
남이섬,경기,가평군,경기도 가평군 가평읍 북한강변로 1054 북한강변로 1054,1522-3232,37.806624,20210730
소노캄고양,경기,고양시 일산동구,경기도 고양시 일산동구 태극로 18 (장항동),1522-3232,37.662855441267716,20191220
일산애니골DT,경기,고양시 일산동구,경기도 고양시 일산동구 무궁화로 294 (풍동),1522-3232,37.67487449705626,20190129
동국대일산병원,경기,고양시 일산동구,경기도 고양시 일산동구 동국로 27 (식사동),1522-3232,37.67645946275437,20181120
일산풍동DT,경기,고양시 일산동구,경기도 고양시 일산동구 백마로 475 (풍동),1522-3232,37.662091,20171220
백석중앙로,경기,고양시 일산동구,경기도 고양시 일산동구 강송로 33 (백석동),1522-3232,37.6411,20160912
일산식사,경기,고양시 일산동구,경기도 고양시 일산동구 위시티2로11번길 31 (식사동),1522-3232,37.67817354351826,20140916
풍산이마트,경기,고양시 일산동구,경기도 고양시 일산동구 무궁화로 237 (중산동),1522-3232,37.673769,20140724
백석역DT,경기,고양시 일산동구,"경기도 고양시 일산동구 중앙로 1054, 1층 (백석동)",1522-3232,37.6439377,20131010
백석,경기,고양시 일산동구,경기도 고양시 일산동구 중앙로 1059 (백석동),1522-3232,37.6439259305766,20140523
라페스타광장,경기,고양시 일산동구,경기도 고양시 일산동구 중앙로1275번길 38-9 (장항동),1522-3232,37.659671,20130624
일산백마,경기,고양시 일산동구,경기도 고양시 일산동구 일산로 237 (마두동),1522-3232,37.6570742,20150917
웨스턴돔B,경기,고양시 일산동구,경기도 고양시 일산동구 정발산로 24 (장항동),1522-3232,37.654405198942015,20110407
마두역,경기,고양시 일산동구,경기도 고양시 일산동구 중앙로 1191 (장항동),1522-3232,37.652965,20120312
일산동구청,경기,고양시 일산동구,경기도 고양시 일산동구 정발산로 38 (장항동),1522-3232,37.65665,20200728
고양대로DT,경기,고양시 일산동구,경기도 고양시 일산동구 고양대로 910 (풍동),1522-3232,37.677601,20220701
일산하늘마을,경기,고양시 일산동구,경기도 고양시 일산동구 중산로 61 (중산동),1522-3232,37.677568477730844,20220413
과천DT,경기,과천시,경기도 과천시 중앙로 277 (중앙동),1522-3232,37.43929087256856,20181219
과천이마트,경기,과천시,경기도 과천시 별양상가3로 11 이마트 1층(별양동),1522-3232,37.4264940536451,20011222
과천,경기,과천시,"경기도 과천시 중앙로 129, 고려빌딩 1층 (중앙동)",1522-3232,37.428210445654,20110225
과천지식정보타운,경기,과천시,경기도 과천시 과천대로7길 12 (갈현동),1522-3232,37.413536064557476,20240926
과천메가존,경기,과천시,경기도 과천시 과천대로 7길 74 (갈현동) 1층 105-1호,1522-3232,37.417218425137236,20250408
광명하안대로,경기,광명시,경기도 광명시 범안로 1036 (하안동),1522-3232,37.4616837,20181123
철산역,경기,광명시,경기도 광명시 철산로 15 (철산동),1522-3232,37.476426639601286,20191029
광명역,경기,광명시,"경기도 광명시 양지로 16 (일직동, 광명역써밋플레이스)",1522-3232,37.41674051514128,20180620
광명소하DT,경기,광명시,경기도 광명시 오리로 363 (소하동),1522-3232,37.4348391789342,20170413
광명소하,경기,광명시,경기도 광명시 금하로 464 (소하동),1522-3232,37.448660,20170718
광명사거리역,경기,광명시,경기도 광명시 광명로 907 (광명동),1522-3232,37.479895,20170126
철산로데오,경기,광명시,경기도 광명시 디지털로 17 (철산1동) 가림빌딩,1522-3232,37.4739663,20151126
광명하안,경기,광명시,경기도 광명시 범안로 1060 (하안동),1522-3232,37.462605,20141016
광명철산,경기,광명시,경기도 광명시 오리로 865 (철산동),1522-3232,37.47538,20120127
광명AK,경기,광명시,"경기도 광명시 양지로 17 (일직동), 1층 일부",1522-3232,37.418831962659624,20211027
광명센트럴,경기,광명시,경기도 광명시 광명로 960 (광명동),1522-3232,37.484342,20260317
광명롯데몰,경기,광명시,경기도 광명시 일직로 17 (일직동) 롯데아울렛 1층,1522-3232,37.42311336574412,20210407
경기광주쌍령DT,경기,광주시,경기도 광주시 경충대로 1445 (쌍령동),1522-3232,37.3987506,20200228
경기광주신현DT,경기,광주시,경기도 광주시 태재로37 ,1522-3232,37.3598817267976,20181221
경기광주송정DT,경기,광주시,경기도 광주시 경안천로 118 (송정동),1522-3232,37.416384,20191218
경기광주,경기,광주시,경기도 광주시 광주대로 35 (경안동),1522-3232,37.4097851,20151110
경기광주초월역DT,경기,광주시,경기도 광주시 초월읍 경충대로 1084 ,1522-3232,37.374402,20210716
경기광주IC DT,경기,광주시,경기도 광주시 경충대로 1879 (장지동),1522-3232,37.4056810278331,20240531
곤지암IC DT,경기,광주시,경기도 광주시 곤지암읍 경충대로 765 경충대로 765,1522-3232,37.355682,20210205
경기광주태전,경기,광주시,경기도 광주시 태전중앙2길 21 (태전동),1522-3232,37.3825343644297,20240913
구리갈매역,경기,구리시,"경기도 구리시 경춘북로 252 (갈매동, 갈매역아이파크)",1522-3232,37.633967,20180907
구리돌다리,경기,구리시,"경기도 구리시 검배로 5, 우진빌딩 (수택동)",1522-3232,37.600585,20130514
구리갈매DT,경기,구리시,경기도 구리시 갈매순환로 148 (갈매동) 1-2층,1522-3232,37.63237,20240105
구리시청DT,경기,구리시,경기도 구리시 아차산로 397 (교문동),1522-3232,37.5902774,20260430
구리장자호수,경기,구리시,경기도 구리시 장자대로 84 (수택동),1522-3232,37.587252,20210629
구리롯데캐슬,경기,구리시,"경기도 구리시 경춘로 199 (인창동, A동)",1522-3232,37.6008857,20260626
구리인창DT,경기,구리시,경기도 구리시 건원대로 53 (인창동),1522-3232,37.60568,20220324
구리수택,경기,구리시,"경기도 구리시 체육관로 44 (수택동)1-2층 , 옥외공간",1522-3232,37.588465,20211109
구리토평DT,경기,구리시,경기도 구리시 벌말로 88 (토평동),1522-3232,37.584632,20211216
산본사거리,경기,군포시,경기도 군포시 고산로701 ,1522-3232,37.372658,20181220
산본,경기,군포시,경기도 군포시 산본로343번길 9 (산본동) 1층,1522-3232,37.36061352,20070915
산본역,경기,군포시,"경기도 군포시 번영로 497, 금화프라자 1층 (산본동)",1522-3232,37.3584131,20111014
산본동,경기,군포시,"경기도 군포시 산본로 398, 태주빌딩 2층",1522-3232,37.365491,20120508
금정AK,경기,군포시,"경기도 군포시 엘에스로 143 (금정동, 힐스테이트 금정역), AK플라자 4층 일부",1522-3232,37.372279107122,20220713
산본이마트,경기,군포시,경기도 군포시 산본로 347 (산본동),1522-3232,37.361079,20260227
산본역서부사거리,경기,군포시,경기도 군포시 번영로 485 (산본동) 롯데피트인 산본 1층 일부,1522-3232,37.3578052964351,20201130
다산지금,경기,남양주시,경기도 남양주시 다산지금로 139 (다산동),1522-3232,37.6005424,20200228
남양주연평DT,경기,남양주시,경기도 남양주시 진접읍 해밀예당1로 27 ,1522-3232,37.71152699000976,20190410
다산진건,경기,남양주시,경기도 남양주시 다산중앙로123번길 22-26 (다산동) 123호~128호,1522-3232,37.624813,20200428
도농역,경기,남양주시,경기도 남양주시 미금로 239 (다산동),1522-3232,37.611129,20200409
남양주진접DT,경기,남양주시,경기도 남양주시 진접읍 금강로 1477 ,1522-3232,37.72288064054035,20170517
리버사이드팔당DT,경기,남양주시,경기도 남양주시 와부읍 경강로 772 ,1522-3232,37.567114,20170419
별내불암로,경기,남양주시,경기도 남양주시 별내5로5번길 15 (별내동),1522-3232,37.650317,20161012
평내DT,경기,남양주시,경기도 남양주시 경춘로 1269,1522-3232,37.6477605,20150728
별내,경기,남양주시,경기도 남양주시 별내중앙로 64 1-2층,1522-3232,37.6479682,20150109
평내호평역,경기,남양주시,"경기도 남양주시 늘을1로16번길 25, 성보빌딩 (호평동)",1522-3232,37.6540359,20130430
진접역,경기,남양주시,경기도 남양주시 진접읍 해밀예당1로235번길 3-5 ,1522-3232,37.7209,20250124
더북한강R,경기,남양주시,경기도 남양주시 화도읍 북한강로 1098 ,1522-3232,37.61247933285255,20220107
남양주화도DT,경기,남양주시,경기도 남양주시 화도읍 수레로 1137 1~2층,1522-3232,37.6389955,20200923
다산DT,경기,남양주시,경기도 남양주시 다산중앙로 19번길5 (다산동),1522-3232,37.61424,20210819
남양주묵현DT,경기,남양주시,경기도 남양주시 화도읍 비룡로 122 ,1522-3232,37.6631,20211117
남양주이마트,경기,남양주시,경기도 남양주시 늘을2로 27 (호평동),1522-3232,37.65515,20250724
다산이마트,경기,남양주시,"경기도 남양주시 도농로 24 (다산동, 부영애시앙)",1522-3232,37.60868,20230223
별내별가람역,경기,남양주시,경기도 남양주시 덕송2로 62 (별내동),1522-3232,37.66795353026899,20221020
남양주삼패,경기,남양주시,경기도 남양주시 경강로 384 (삼패동)1-2층 옥탑,1522-3232,37.59187625063271,20210916
